frame,speed,steering_angle
000116,0.15000000000000002,-0.20000000000000004
000117,0.2,-0.20000000000000004
000118,0.2,-0.10000000000000003
000119,0.2,-2.7755575615628914e-17
000120,0.25,-2.7755575615628914e-17
000121,0.25,-0.10000000000000003
000122,0.25,-0.20000000000000004
000123,0.25,-0.30000000000000004
000124,0.25,-0.4
000125,0.25,-0.30000000000000004
000126,0.25,-0.20000000000000004
000127,0.3,-0.20000000000000004
000128,0.35,-0.20000000000000004
000129,0.35,-0.10000000000000003
000130,0.35,-0.20000000000000004
000131,0.35,-0.30000000000000004
000132,0.3,-0.30000000000000004
000133,0.25,-0.30000000000000004
000134,0.3,-0.30000000000000004
000135,0.35,-0.30000000000000004
000136,0.35,-0.20000000000000004
000137,0.35,-0.10000000000000003
000138,0.35,-2.7755575615628914e-17
000139,0.35,0.09999999999999998
000140,0.35,-2.7755575615628914e-17
000141,0.35,-0.10000000000000003
000142,0.35,-0.20000000000000004
000143,0.35,-0.20000000000000004
